Listing URL,Listing Age (Days),Listing Status,Brand,Model,Engine CC,Engine Class,Asking Price (SGD),Mileage (km),Registration Date,COE Expiry,Age (Days),Age (Years),COE Remaining (Days),COE Remaining (Years),Road Tax Expiry,Number of Owners,Location,Price Changes (Original),Price change %,Payment option,Maintenance History,Accident/Damage Disclosure,Modifications,Tyre Condition,Chain/Sprocket Condition,Visible Rust/Corrosion,Visible Damage,Evidence Completeness,Description Notes,Red Flags,Comparable Group ID
https://www.carousell.sg/p/suzuki-gsxr-400-k-1354640366/,4,Available,Suzuki,GSX-R400,398,2A,20000,NA,NA,1/12/2029,#VALUE!,#VALUE!,1182,3.24,NA,1,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,3,"Seller states COE until Dec 2029, low mileage and one owner. Numeric mileage and exact COE date not provided.",Numeric mileage not provided; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/burgman-400-for-sale-1444584873/,4,Available,Suzuki,Burgman 400,399,2A,4200,92000,1/12/2017,1/12/2027,3201,8.76,451,1.23,1/12/2026,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,4,"Seller states 2017 Suzuki Burgman 400, COE Dec 2027, road tax Dec 2026 and mileage 92,xxx km. Used for daily commuting and fully paid.","Exact registration, COE and road-tax day not provided",SUZUKI|BURGMAN400|2A|CC201-400|COE0-2|AGE6-10|M80-120K|COND-NA
https://www.carousell.sg/p/suzuki-gsr-400-1455448351/,5,Available,Suzuki,GSR400,398,2A,1800,138000,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,NA,5,NA,NA,2,5,"COE ends 31 Oct 2026. Seller states 138,000 km. Detailed Jan/Mar 2026 maintenance includes engine oil/filter, rectifier, battery, fork oil/seals, Bridgestone T32 tyres, rear brake pad and caliper. Paint lacquer peeling and seat cover needs replacement.",High mileage; very short COE remaining; cosmetic deterioration,#VALUE!
https://www.carousell.sg/p/suzuki-drz-400-1427282898/,6,Available,Suzuki,DRZ400SM,398,2A,4000,NA,1/1/2020,1/1/2030,2440,6.68,1213,3.32,NA,NA,"Kranji, Lim Chu Kang, Sungei Gedong, Tengah",8500,52.94%,Cash,5,NA,Significant,NA,NA,NA,NA,4,"Seller states COE to 2030 (non-renewable), recent top overhaul with receipt, custom graphics and cash/COI payment options. S$8,500 full-cash settlement versus S$4,000 upfront COI option stated.",Mileage not provided; exact COE day not provided; asking-price structure depends on payment method,SUZUKI|DRZ400SM|2A|CC201-400|COE2-5|AGE6-10|M-NA|COND5
https://www.carousell.sg/p/2007-suzuki-gsr-400-1455764177/,6,Available,Suzuki,GSR400,398,2A,5000,NA,NA,30/11/2027,#VALUE!,#VALUE!,450,1.23,9/11/2026,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,4,4,"Seller states COE 30 Nov 2027, road tax 9 Nov 2026, exterior 8/10 and engine 8/10. Registration/model year described as 2007.",Registration date not precisely provided,#VALUE!
https://www.carousell.sg/p/drz-400-sm-sk-chassis-1427432254/,5,Available,Suzuki,DRZ400SM,398,2A,9000,NA,NA,21/1/2029,#VALUE!,#VALUE!,868,2.38,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,Significant,NA,NA,NA,NA,3,COE expiry 21 Jan 2029. SK chassis with legal full-system Yoshimura exhaust. Seller states bike is under lay-up and has no meter.,No meter; mileage unavailable,#VALUE!
https://www.carousell.sg/p/burgman-400-2028-1434047462/,29,Available,Suzuki,Burgman 400,399,2A,8500,93000,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,3,NA,NA,NA,NA,NA,NA,4,"Seller states registration Mar 2018, mileage 93,000 km (Apr 2026), COE Mar 2028 and regular servicing. Used for daily work commute.",Exact registration/COE day not provided,#VALUE!
https://www.carousell.sg/p/drz-400-enduro-setup-1318756006/,20,Available,Suzuki,DRZ400SM,398,2A,9000,NA,NA,31/12/2027,#VALUE!,#VALUE!,481,1.32,NA,NA,"Kranji, Lim Chu Kang, Sungei Gedong, Tengah",NA,#VALUE!,Not Specified,5,NA,Significant,5,5,NA,NA,5,"Seller states COE Dec 2027, new tyre, sprocket changed in July and overhaul done Apr 2024. Numerous enduro/supermoto accessories and legal Delta full-system exhaust fitted.",Mileage not provided; exact COE day not provided; significant modifications,#VALUE!
https://www.carousell.sg/p/suzuki-gsr-400-coe-2035-1447180180/,20,Available,Suzuki,GSR400,398,2A,8000,NA,20/8/2021,31/1/2035,1843,5.05,3069,8.40,NA,NA,NA,15000,46.67%,Installments,3,NA,Significant,NA,NA,NA,NA,4,"Listing displays S$8,000 while description says seller is looking around S$15,000. COE to 31 Jan 2035. Existing S$415/month installment until Feb 2028; Yoshimura pipes fitted; seller describes bike as well maintained.",Ambiguous asking price between displayed price and description; mileage not provided,SUZUKI|GSR400|2A|CC201-400|COE8-10|AGE3-6|M-NA|COND3
https://www.carousell.sg/p/suzuki-gsr-400-1453064810/,21,Available,Suzuki,GSR400,398,2A,10500,NA,NA,31/7/2034,#VALUE!,#VALUE!,2885,7.90,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,3,"Seller states GSR400 is all original, fully paid and COE valid until Jul 2034. Numeric mileage and exact COE day are not stated.",Mileage not provided; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/suzuki-drz-400-2028-1443644407/,10,Available,Suzuki,DRZ400SM,398,2A,5999,NA,NA,31/1/2028,#VALUE!,#VALUE!,512,1.40,NA,NA,NA,NA,#VALUE!,Installments,3,NA,Significant,NA,NA,NA,NA,3,"Dealer listing states COE 31 Jan 2028, Yoshimura full-system exhaust, healthy engine and well-maintained condition. Loan can be arranged.",Mileage not provided,#VALUE!
https://www.carousell.sg/p/suzuki-drz-400-coe-02-29-1432188322/,25,Available,Suzuki,DRZ400SM,398,2A,6388,NA,1/1/2009,28/2/2029,6457,17.68,906,2.48,NA,NA,NA,NA,#VALUE!,Installments,NA,NA,Significant,NA,NA,NA,4,4,"Dealer states registered in 2009, COE until 28 Feb 2029, engine condition 9/10 and exterior 8/10 with minor weather damage. Legal aftermarket exhaust with certificate.",Registration day not provided; mileage not provided,SUZUKI|DRZ400SM|2A|CC201-400|COE2-5|AGE15+|M-NA|COND4
https://www.carousell.sg/p/drz-400-suzuki-1241939056/,14,Available,Suzuki,DRZ400SM,398,2A,16000,NA,1/1/2014,1/9/2034,4631,12.68,2917,7.99,NA,2,NA,NA,#VALUE!,Not Specified,5,NA,NA,NA,NA,NA,NA,5,"Seller states registered in 2014, COE Sep 2034 and two owners. New magnetic coil, rectifier and battery; oil changed every 1,000 km; top overhaul, tensioner replacement and coolant change stated.",Mileage not provided; exact registration/COE day not provided,SUZUKI|DRZ400SM|2A|CC201-400|COE5-8|AGE10-15|M-NA|COND5
https://www.carousell.sg/p/urgent-sale-gsr400-m-fully-paid-coe-2029-1404517385/,8,Available,Suzuki,GSR400,398,2A,7200,NA,NA,1/12/2029,#VALUE!,#VALUE!,1182,3.24,NA,2,NA,NA,#VALUE!,Not Specified,4,NA,NA,NA,NA,NA,4,4,"Seller states fully paid, COE until 2029, well maintained, repairs done by Bikeworkz, performance 9/10 and exterior 8/10.",Mileage and exact COE date not provided,#VALUE!
https://www.carousell.sg/p/drz400-sm-1456481467/,2,Available,Suzuki,DRZ400SM,398,2A,10000,NA,1/1/2011,1/9/2031,5727,15.68,1821,4.99,NA,NA,"Punggol, Sengkang, Hougang, Kovan, Serangoon, Lorong Ah Soo",NA,#VALUE!,Not Specified,NA,NA,Significant,NA,NA,NA,NA,4,"Seller states registration 2011, renewed COE and fully paid. Yoshimura titanium exhaust, Ohlins, Brembo brakes, Safari tank and other accessories fitted. Road tax renewed for one year on 1 Sep.",Mileage and exact COE expiry not provided,SUZUKI|DRZ400SM|2A|CC201-400|COE2-5|AGE15+|M-NA|COND-NA
https://www.carousell.sg/p/drz-400-sm-1390523768/,22,Available,Suzuki,DRZ400SM,398,2A,7000,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,Significant,NA,NA,NA,NA,4,"Seller states COE Aug 2029. Recent magnetic-coil replacement, top overhaul and Delta exhaust repack completed Jan 2026. Exhaust is explicitly stated as not legal; stock exhaust included.",Mileage not provided; non-legal exhaust; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/rare-suzuki-boulevard-400-motorcycle-1447827140/,17,Available,Suzuki,Boulevard 400,399,2A,7000,NA,1/1/2007,1/5/2028,7188,19.68,603,1.65,29/11/2026,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,3,3,"Seller states manufacture year 2007, road tax to 29 Nov 2026 and COE to May 2028. Seller notes age shows at certain points but bike still runs well.",Older bike; exact COE day and registration date not provided,SUZUKI|BOULEVARD400|2A|CC201-400|COE0-2|AGE15+|M-NA|COND3
https://www.carousell.sg/p/gsr400-1439877591/,28,Available,Suzuki,GSR400,398,2A,5000,NA,NA,30/8/2027,#VALUE!,#VALUE!,358,0.98,31/8/2026,NA,NA,NA,#VALUE!,Not Specified,4,NA,Significant,NA,NA,NA,NA,4,"Seller states COE to 30 Aug 2027, road tax to 31 Aug 2026, Yoshimura exhaust with LTA certificate and all wear-and-tear items replaced.",Road-tax date stated as already expired at collection date; mileage not provided,#VALUE!
https://www.carousell.sg/p/suzuki-gsx-r1000-k9-1345504091/,6,Available,Suzuki,GSX-R1000,999,2,12500,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Tampines, Pasir Ris",NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,2,"Private listing for Suzuki GSX-R1000 K9. Seller states price is negotiable but provides no mileage, COE, registration or maintenance details.",Sparse listing information,#VALUE!
https://www.carousell.sg/p/suzuki-gsr-750-1434701847/,3,Available,Suzuki,GSR750,749,2,9000,88000,NA,1/7/2031,#VALUE!,#VALUE!,1759,4.82,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,5,3,"Seller states COE until Jul 2031, mileage 88,000 km and condition 'tiptop'. Exact COE day not provided.",Exact COE day not provided,#VALUE!
https://www.carousell.sg/p/price-drop-suzuki-gsx-s1000-new-10y-coe-till-2035-upgraded-brembo-bitubo-michelin-r6-urgent-sale-1428103885/,1,Sold,Suzuki,GSX-S1000,999,2,14750,96000,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,4,NA,Significant,4,NA,NA,NA,4,"Seller states mileage 96,000 km, newly renewed 10-year COE until Oct 2035 and all wear-and-tear items replaced. Brembo/Bitubo upgrades and Michelin Road 6 tyres are advertised.",Exact COE day not provided,#VALUE!
https://www.carousell.sg/p/suzuki-gsxr-600-k7-1432593207/,3,Available,Suzuki,GSX-R600,599,2,5900,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,Significant,NA,NA,NA,NA,5,"Seller states COE Apr 2027 and all servicing at Bikeworkz. Detailed work includes gaskets, water pump, valve clearance, clutch plate, brake pads, spark plugs and coolant; serviced every 3,000 km. Leo Vince exhaust fitted.",Mileage not provided; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/suzuki-gsr-750-1334139093/,4,Available,Suzuki,GSR750,749,2,12000,160000,1/1/2015,25/3/2035,4266,11.68,3122,8.55,25/3/2027,NA,NA,NA,#VALUE!,Not Specified,5,NA,Significant,4,NA,NA,NA,5,"Fresh 10-year COE to 25 Mar 2035; road tax to 25 Mar 2027; mileage 160,000+ km. Seller lists regular oil/filter changes, Bridgestone T33 tyres, clutch plates, battery, magnetic coil, rectifier, radiator fan and coolant work.",High mileage,SUZUKI|GSR750|2|CC651-900|COE8-10|AGE10-15|M120K+|COND4
https://www.carousell.sg/p/suzuki-gsxr-750-1416853406/,9,Available,Suzuki,GSX-R750,750,2,12000,178315,NA,1/7/2030,#VALUE!,#VALUE!,1394,3.82,NA,NA,NA,16000,25.00%,Cash,5,NA,NA,NA,NA,NA,NA,4,"Seller describes 2008 GSXR750 K9 with COE 2030. Price reduced from S$16,000. Overhaul completed Feb 2025, monthly servicing stated and battery changed Sep 2025. Full cash only.",Mileage and exact COE date not provided,#VALUE!
https://www.carousell.sg/p/gsxr-750-k9-1423419160/,4,Available,Suzuki,GSX-R750,750,2,9500,NA,NA,28/2/2029,#VALUE!,#VALUE!,906,2.48,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,Significant,NA,NA,NA,NA,3,"Seller states COE end-Feb 2029. Accosato lever, Brembo brakes, quickshifter and Akrapovic exhaust fitted; spare OEM fairings and exhaust included.",Mileage not provided; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/gsxr-1000-k6-1229639043/,4,Sold,Suzuki,GSX-R1000,999,2,14500,130000,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,"Yishun, Sembawang",NA,#VALUE!,Not Specified,5,NA,NA,4,4,NA,NA,5,"Seller states COE Feb 2035 and mileage 130,000 km. Detailed wear-and-tear history includes tyres, chain/sprocket, brake pads, valve clearance, coolant flush, rectifier and servicing. Road-tax date in description is invalid ('31 Feb 2025'), so road tax is left NA.",High mileage; seller-provided road-tax date is invalid; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/suzuki-gsxr-k9-1000-1417304061/,4,Available,Suzuki,GSX-R1000,999,2,20999,NA,NA,15/6/2029,#VALUE!,#VALUE!,1013,2.77,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,Significant,NA,NA,NA,NA,3,"Seller describes GSXR K9 1000 as great condition with low mileage and multiple upgrades including twin Yoshimura exhaust and Brembo components. Numeric mileage, registration and COE details are not provided.",Numeric mileage and COE details not provided,#VALUE!
https://www.carousell.sg/p/suzuki-gsx-r1000-l5-1433303208/,7,Sold,Suzuki,GSX-R1000,999,2,23888,NA,NA,31/10/2035,#VALUE!,#VALUE!,3342,9.15,NA,NA,NA,NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,4,"Seller states registration 9 Nov 2015, COE to 31 Oct 2035 and low mileage, but does not provide a numeric odometer reading.",Numeric mileage not provided,#VALUE!
https://www.carousell.sg/p/pre-owned-suzuki-v-strom-1000-used-unit-vstrom-1000-suzuki-vstrom-touring-bike-class-2-adventure-1000-cc-1398731236/,5,Sold,Suzuki,V-Strom 1000,1037,2,13777,NA,NA,9/2/2035,#VALUE!,#VALUE!,3078,8.43,NA,NA,"Yishun, Sembawang",NA,#VALUE!,Not Specified,NA,NA,NA,NA,NA,NA,NA,4,Dealer listing states registration 10 Feb 2015 for a Suzuki V-Strom 1000 and COE to 9 Feb 2035. No numeric mileage is used here because it was not clearly visible on the captured Carousell listing text.,Mileage not provided,#VALUE!
https://www.carousell.sg/p/gsxr-750-1427055572/,14,Available,Suzuki,GSX-R750,750,2,13099,NA,NA,18/1/2029,#VALUE!,#VALUE!,865,2.37,NA,1,NA,NA,#VALUE!,Not Specified,NA,NA,Significant,NA,NA,NA,NA,4,"Seller states COE Jan 2029, first owner, and lists Accosato controls, braided hose, Arrow exhaust with certificate, Power Commander 5 and other accessories.",Mileage not provided; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/suzuki-hayabusa-gen-2-abs-2015-1411099256/,9,Sold,Suzuki,Hayabusa,1340,2,25000,100000,NA,24/4/2035,#VALUE!,#VALUE!,3152,8.63,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,Significant,NA,NA,NA,NA,5,"Seller states COE 24 Apr 2035, mileage 100,000 km, condition 9.5/10 and service/wear-and-tear receipts available. Akrapovic exhaust, Brembo brake and carbon parts fitted.",High mileage,#VALUE!
https://www.carousell.sg/p/suzuki-sv650x-1332453974/,13,Available,Suzuki,SV650,645,2,15000,10000,1/9/2018,1/9/2028,2927,8.01,726,1.99,1/9/2026,NA,NA,NA,#VALUE!,Not Specified,4,NA,Significant,4,NA,NA,NA,4,"Seller states Sep 2018 registration, 10,000 km, regular Suzuki-agent servicing, recent battery, Bridgestone Battlax T31 tyres and legal Termignoni exhaust. Road-tax text says Sep 2025 and appears outdated.",Road-tax information appears outdated; exact registration/COE dates not provided,SUZUKI|SV650|2|CC401-650|COE0-2|AGE6-10|M0-20K|COND4
https://www.carousell.sg/p/gsxr-1000-l1-1327040340/,14,Sold,Suzuki,GSX-R1000,999,2,29000,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,Significant,4,NA,NA,NA,4,"2011 model. Seller states valve clearance completed mid-year and wear-and-tear items replaced promptly. Extensive upgrades include Marchesini rims, Brembo brakes, quickshifter, Ohlins components and S22 tyres.",Mileage and COE details not provided; significant modifications,#VALUE!
https://www.carousell.sg/p/suzuki-b-king-1410168980/,10,Available,Suzuki,B-King,1340,2,6500,150000,NA,1/9/2029,#VALUE!,#VALUE!,1091,2.99,NA,NA,NA,NA,#VALUE!,Installments,4,NA,NA,NA,NA,NA,NA,4,"Seller states COE Sep 2029, mileage 150,000 km and 1,340cc engine. Regular servicing and no major issues stated. Price S$6,500 plus COI for 11 months at S$238.",High mileage; exact COE day not provided,#VALUE!
https://www.carousell.sg/p/class-2-cheap-and-good-suzuki-gsxr-750-1300265705/,13,Available,Suzuki,GSX-R750,750,2,29888,80000,1/4/2016,1/3/2036,3810,10.43,3464,9.48,NA,NA,NA,NA,#VALUE!,Not Specified,5,NA,NA,NA,NA,NA,5,5,"Seller states registration Apr 2016, COE Mar 2036, mileage 80,000 km, no accidents, no track use and all new parts changed with receipts.",Exact registration and COE day not provided,SUZUKI|GSX-R750|2|CC651-900|COE8-10|AGE10-15|M80-120K|COND5
https://www.carousell.sg/p/suzuki-sfv650-gladius-1427561815/,11,Sold,Suzuki,Gladius 650,645,2,10300,85000,NA,2/2/2031,#VALUE!,#VALUE!,1610,4.41,NA,NA,NA,NA,#VALUE!,Not Specified,4,NA,NA,5,5,NA,NA,5,"Seller states registration 3 Feb 2016, COE expiry 2 Feb 2031 and mileage 85,000 km. New Bridgestone T32 tyres and new chain/sprockets; regularly serviced at Suzuki agent; described as running and riding perfectly.",NA,#VALUE!
"Honda CB190R / CBF190WH | COE Mar 2027 | S$1,300, Motorcycles, Used Motorcycles, Class 2B on Carousell",1,Available,Honda,CB190R,190,2B,1300,99000,27/3/2017,27/8/2027,3450,9.45,355,0.97,NA,NA,"Geylang, Dakota, Paya Lebar Central, Eunos, Ubi, Aljunied, Kaki Bukit",4501,71.12%,Not Specified,5,NA,NA,3,4,4,4,5,"Honda CB190R|CBF190WH | COE Mar 2027 | S$1,300 Negotiable Selling my Honda CB190R as I no longer need the bike. COE: 2 March 2027 Mileage: ~99,000 km Price: S$1,300, negotiable for sincere buyer Top box included Bike runs and rides well. Recently brought to workshop for evaluation and fresh engine oil. Maintenance / parts replaced: - Starter motor – Jul 2026 - Maxxis ST95 tyre set – Jun 2026 - Rear wheel bearings – May 2026 - Full servicing – Apr 2026 - S22 tyres – Dec 2025 - Cone bearing – Dec 2025 - Exhaust – Sep 2025 - Clutch plate, housing & cable – Aug 2025 - Air filter – Jul 2025 - Rear brake disc & pad – Jul 2025 - Magnetic coil, rectifier & gasket – Jun 2025 - Battery – Jun 2025 - Spark plug – Jun 2025 Known issue: When the engine is cold, it needs a little throttle during startup/warm-up. Once warmed up, bike runs normally. Workshop advised that this may be related to the throttle body, otherwise further engine inspection may be required. Chain need to tighten or change Selling as-is and being transparent about the condition. Welcome to view/test the bike before deciding. Good short-term transport until COE expiry. Negotiable for a smooth deal.",High mileage,HONDA|CB190R|2B|CC0-200|COE0-2|AGE6-10|M80-120K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx-4rr-ninja/42508/ ,2,Available,Kawasaki,ZX-4RR Ninja,399,2A,27777,8447,31/7/2025,30/7/2035,402,1.10,3249,8.90,NA,2,"Woodlands, Admiralty",NA,#VALUE!,Not Specified,1,NA,NA,4,3,4,4,4,Pre Owned Kawasaki ZX-4RR Ninja For Sale. COE Till July 2035.,,KAWASAKI|ZX-4RRNINJA|2A|CC201-400|COE8-10|AGE0-3|M0-20K|COND3
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx-4rr-ninja/42500/,4,Reserved,Kawasaki,ZX-4RR Ninja,399,2A,24888,13629,14/1/2025,13/1/2035,600,1.64,3051,8.35,NA,1,"Balestier, Whampoa, Toa Payoh, Boon Keng, Bendemeer, Kampong Bugis",NA,#VALUE!,Not Specified,1,NA,NA,4,4,4,4,4,Used Kawasaki ZX-4RR Ninja For Sale! Price Before Insurance Only!,,KAWASAKI|ZX-4RRNINJA|2A|CC201-400|COE8-10|AGE0-3|M0-20K|COND3
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx-4rr-ninja/42457/,7,Available,Kawasaki,ZX-4RR Ninja,399,2A,24800,NA,8/8/2024,7/8/2034,759,2.08,2892,7.92,NA,NA,"Balestier, Whampoa, Toa Payoh, Boon Keng, Bendemeer, Kampong Bugis",NA,#VALUE!,Not Specified,1,NA,NA,3,2,4,3,3,Reg 2024 Kawasaki ZX-4RR Ninja,,KAWASAKI|ZX-4RRNINJA|2A|CC201-400|COE5-8|AGE0-3|M-NA|COND3
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z900-rs/42276/,1,Available,Kawasaki,Z900RS,948,2,29000,27551,6-Nov,5/11/2033,1035,2.83,2617,7.16,NA,2,"Jurong East, Jurong West, Boon Lay",NA,#VALUE!,Not Specified,3,NA,NA,4,3,4,4,4,Used Kawasaki Z900 RS ABS For Sale.,,KAWASAKI|Z900RS|2|CC901-1200|COE5-8|AGE0-3|M20-40K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx10r-ninja/41151/,1,Available,Kawasaki,ZX10R Ninja,998,2,26800,9000,16/7/2020,15/7/2030,2243,6.14,1408,3.85,NA,2,"Queenstown, Alexandra, Tiong Bahru",NA,#VALUE!,Not Specified,4,NA,NA,5,4,4,4,4,Preloved Kawasaki ZX10R Ninja Ready to Ride? Lets Make It Happen!,,KAWASAKI|ZX10RNINJA|2|CC901-1200|COE2-5|AGE6-10|M0-20K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zg1400gtr-concours-abs/40424/,1,Available,Kawasaki,ZG1400GTR Concours ABS,1352,2,22777,97139,9/7/2015,8/7/2035,4077,11.16,3227,8.84,NA,4,"Woodlands, Admiralty",NA,#VALUE!,Not Specified,4,NA,NA,4,4,4,4,4,Pre Owned Kawasaki ZG1400GTR Concours ABS For Sale. COE Till July 2035.,,KAWASAKI|ZG1400GTRCONCOURSABS|2|CC1200+|COE8-10|AGE10-15|M80-120K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zg1400gtr-concours/40423/,1,Available,Kawasaki,ZG1400GTR Concours Concours,1352,2,18777,194194,15/1/2013,14/1/2033,4982,13.64,2322,6.36,NA,2,"Woodlands, Admiralty",NA,#VALUE!,Not Specified,1,NA,NA,3,3,2,3,3,Pre Owned Kawasaki ZG1400GTR Concours For Sale.,,KAWASAKI|ZG1400GTRCONCOURSCONCOURS|2|CC1200+|COE5-8|AGE10-15|M120K+|COND2
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z1000sx/36828/,6,Available,Kawasaki,Z1000SX,1043,2,34800,37789,12/7/2023,11/7/2033,1152,3.15,2500,6.84,NA,1,"Queenstown, Alexandra, Tiong Bahru",NA,#VALUE!,Not Specified,3,NA,NA,4,3,4,4,4,Kawasaki Z1000SX For Sale!,,KAWASAKI|Z1000SX|2|CC901-1200|COE5-8|AGE3-6|M20-40K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zg1400gtr-concours-abs/42345/,6,Reserved,Kawasaki,ZG1400GTR Concours ABS,1352,2,22300,153657,15/1/2015,15/12/2035,4252,11.64,3387,9.27,NA,2,"Yishun, Sembawang",NA,#VALUE!,Not Specified,3,NA,NA,5,4,5,5,5,??Used Kawasaki ZG1400GTR Concours ABS For Sale?? COE Till (12/2035) ??Lowest Price In The Market??,,KAWASAKI|ZG1400GTRCONCOURSABS|2|CC1200+|COE8-10|AGE10-15|M120K+|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z1000-abs/42459/,7,Available,Kawasaki,Z1000,1043,2,16800,157000,10/4/2015,31/3/2035,4167,11.41,3128,8.56,NA,2,"Queenstown, Alexandra, Tiong Bahru",NA,#VALUE!,Not Specified,2,NA,NA,4,3,4,4,4,Pre-owned Kawasaki Z1000 ABS For Sale. Ready To Ride? Let’s Make It Happen!,,KAWASAKI|Z1000|2|CC901-1200|COE8-10|AGE10-15|M120K+|COND3
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z1000sx/41355/,14,Available,Kawasaki,Z1000SX,1043,2,18800,30296,14/10/2015,7/3/2027,3980,10.90,182,0.50,NA,4,"Hillview, Bukit Panjang, Bukit Batok, Choa Chu Kang",NA,#VALUE!,Not Specified,2,NA,NA,5,3,5,4,4,Kawasaki Z1000SX For Sale.,,KAWASAKI|Z1000SX|2|CC901-1200|COE0-2|AGE10-15|M20-40K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z1000/32397/,56,Available,Kawasaki,Z1000,1043,2,18577,121111,21/1/2016,20/1/2026,3881,10.63,0,0.00,NA,4,"Woodlands, Admiralty",NA,#VALUE!,Not Specified,1,NA,NA,1,1,1,1,1,Used Kawasaki Z1000sx For Sale. Well Maintained. Best For Short Term Use. Grab Yours Before Its Gone!,,KAWASAKI|Z1000|2|CC901-1200|COE0-2|AGE10-15|M120K+|COND1
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z1000-abs/41511/,90,Available,Kawasaki,Z1000 ABS,1043,2,15500,152000,10/4/2015,1/3/2035,4167,11.41,3098,8.48,NA,1,,NA,#VALUE!,Not Specified,3,NA,NA,5,3,3,4,3,Kawasaki Z1000 ABS For Sale. Pristine Condition. Well Maintained. One Owner Unit.,,KAWASAKI|Z1000ABS|2|CC901-1200|COE8-10|AGE10-15|M120K+|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx1000/42137/,35,Available,Kawasaki,ZX10R Ninja ABS,998,2,20500,39300,20/6/2017,19/6/2027,3365,9.21,286,0.78,NA,3,,NA,#VALUE!,Not Specified,5,NA,NA,5,3,4,4,4,Kawasaki ZX10R Ninja For Sale. Good Condition. Well Maintained. Regularly Serviced.,,KAWASAKI|ZX10RNINJAABS|2|CC901-1200|COE0-2|AGE6-10|M20-40K|COND4
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-z900/42104/,35,Available,Kawasaki,Z900,948,2,8888,34354,10/8/2018,9/8/2028,2949,8.07,703,1.92,NA,1,,NA,#VALUE!,Not Specified,5,NA,NA,4,2,3,2,3,Kawasaki Z900 For Sale. Good Condition. Well Maintained. Fully Paid. Low Mileage. Regularly Serviced.,,KAWASAKI|Z900|2|CC901-1200|COE0-2|AGE6-10|M20-40K|COND3
https://sgbikemart.com.sg/listing/usedbike/kawasaki-kawasaki-zx12r-ninja/42060/,42,Available,Kawasaki,ZX12R Ninja,1199,2,8800,45000,10/1/2003,31/12/2027,8640,23.66,481,1.32,NA,4,,NA,#VALUE!,Not Specified,2,NA,NA,2,1,1,2,2,Kawasaki ZX-12R Ninja For Sale.,,KAWASAKI|ZX12RNINJA|2|CC901-1200|COE0-2|AGE15+|M40-80K|COND2
